"Locus"	"allele"	"count"	"frequency"
"Olur13"	"311"	4	0.0212765957446809
"Olur13"	"315"	1	0.00531914893617021
"Olur15"	"157"	16	0.0842105263157895
"Olur15"	"161"	18	0.0947368421052632
"Olur15"	"165"	12	0.0631578947368421
"Olur15"	"169"	2	0.0105263157894737
"Olur15"	"173"	2	0.0105263157894737
"Olur15"	"177"	4	0.0210526315789474
"Olur15"	"181"	10	0.0526315789473684
"Olur15"	"185"	5	0.0263157894736842
"Olur15"	"189"	9	0.0473684210526316
"Olur15"	"193"	9	0.0473684210526316
"Olur15"	"197"	23	0.121052631578947
"Olur15"	"201"	19	0.1
"Olur15"	"205"	13	0.068421052631579
"Olur15"	"209"	17	0.0894736842105263
"Olur15"	"213"	9	0.0473684210526316
"Olur15"	"217"	8	0.0421052631578947
"Olur15"	"221"	6	0.0315789473684211
"Olur15"	"225"	3	0.0157894736842105
"Olur15"	"229"	4	0.0210526315789474
"Olur15"	"233"	1	0.00526315789473684
"Olur17"	"176"	3	0.0176470588235294
"Olur17"	"196"	9	0.0529411764705882
"Olur17"	"204"	2	0.0117647058823529
"Olur17"	"208"	1	0.00588235294117647
"Olur17"	"212"	3	0.0176470588235294
"Olur17"	"216"	3	0.0176470588235294
"Olur17"	"220"	8	0.0470588235294118
"Olur17"	"224"	11	0.0647058823529412
"Olur17"	"228"	4	0.0235294117647059
"Olur17"	"232"	8	0.0470588235294118
"Olur17"	"236"	18	0.105882352941176
"Olur17"	"240"	18	0.105882352941176
"Olur17"	"244"	12	0.0705882352941176
"Olur17"	"248"	24	0.141176470588235
"Olur17"	"252"	22	0.129411764705882
"Olur17"	"256"	3	0.0176470588235294
"Olur17"	"260"	8	0.0470588235294118
"Olur17"	"264"	7	0.0411764705882353
"Olur17"	"268"	3	0.0176470588235294
"Olur17"	"272"	2	0.0117647058823529
"Olur17"	"276"	1	0.00588235294117647
"Olur18"	"160"	1	0.00543478260869565
"Olur18"	"216"	1	0.00543478260869565
"Olur18"	"220"	4	0.0217391304347826
"Olur18"	"228"	3	0.016304347826087
"Olur18"	"232"	8	0.0434782608695652
"Olur18"	"236"	27	0.146739130434783
"Olur18"	"240"	15	0.0815217391304348
"Olur18"	"244"	23	0.125
"Olur18"	"248"	15	0.0815217391304348
"Olur18"	"252"	17	0.0923913043478261
"Olur18"	"256"	17	0.0923913043478261
"Olur18"	"260"	8	0.0434782608695652
"Olur18"	"264"	6	0.0326086956521739
"Olur18"	"268"	5	0.0271739130434783
"Olur18"	"272"	3	0.016304347826087
"Olur18"	"276"	7	0.0380434782608696
"Olur18"	"280"	3	0.016304347826087
"Olur18"	"292"	2	0.0108695652173913
"Olur18"	"296"	3	0.016304347826087
"Olur18"	"300"	2	0.0108695652173913
"Olur18"	"304"	6	0.0326086956521739
"Olur18"	"308"	3	0.016304347826087
"Olur18"	"316"	3	0.016304347826087
"Olur18"	"320"	1	0.00543478260869565
"Olur18"	"324"	1	0.00543478260869565
"Olur19"	"208"	16	0.0860215053763441
"Olur19"	"212"	18	0.0967741935483871
"Olur19"	"216"	13	0.0698924731182796
"Olur19"	"220"	2	0.010752688172043
"Olur19"	"224"	2	0.010752688172043
"Olur19"	"228"	4	0.021505376344086
"Olur19"	"232"	10	0.0537634408602151
"Olur19"	"236"	3	0.0161290322580645
"Olur19"	"240"	8	0.043010752688172
"Olur19"	"244"	8	0.043010752688172
"Olur19"	"248"	24	0.129032258064516
"Olur19"	"252"	19	0.102150537634409
"Olur19"	"256"	13	0.0698924731182796
"Olur19"	"260"	17	0.0913978494623656
"Olur19"	"264"	8	0.043010752688172
"Olur19"	"268"	8	0.043010752688172
"Olur19"	"272"	5	0.0268817204301075
"Olur19"	"276"	3	0.0161290322580645
"Olur19"	"280"	4	0.021505376344086
"Olur19"	"284"	1	0.00537634408602151
